start,end,today,sectionA/source_type,sectionA/inspection_date,sectionA/inspecting_agency,sectionA/new_inspectig_agency,sectionA/inspected_by,sectionA/district_regions,sectionA/district,sectionA/settlement_name,sectionA/settlement_distance,sectionA/establishing_agency,sectionA/new_establishing_agency,sectionA/establishing_date,sectionA/source_name,sectionA/source_gpspoint,sectionA/_source_gpspoint_latitude,sectionA/_source_gpspoint_longitude,sectionA/_source_gpspoint_altitude,sectionA/_source_gpspoint_precision,sectionA/gps_unit,sectionA/source_north,sectionA/source_east,sectionA/sources_cluster,sectionA/water_use_type,sectionA/water_use_type/rural,sectionA/water_use_type/urban,sectionA/water_source_photo,sectionB/permanent,sectionB/months_used,sectionB/functioning,sectionB/reason_for_non_functioning,sectionB/use_human,sectionB/use_camel,sectionB/use_cattle,sectionB/use_shoats,sectionB/use_agricultural,sectionC/bh_depth,sectionC/casing_type,sectionC/casing_size,sectionC/bh_static_level,sectionC/bh_yield,sectionC/bh_operating_hours,sectionC/bh_draw_down,sectionC/bh_recovery_time,sectionC/dw_depth,sectionC/dw_static_level,sectionC/dw_well_protection,sectionC/dw_yield,sectionC/dw_operating_hours,sectionC/dw_draw_down,sectionC/recovery_time,sectionC/dam_depth,sectionC/dam_length,sectionC/dam_width,sectionC/berkad_depth,sectionC/berkad_length,sectionC/berkad_width,sectionC/spring_protected,sectionC/cumulative_discharge_rate,sectionC/other_depth,sectionC/other_length,sectionC/other_width,sectionC/other_source_yield,sectionC/source_protected,sectionD/reservoir_type,sectionD/reservoir_capacity,sectionD/pipeline_type,sectionD/pipeline_length,sectionD/household_connections,sectionD/water_points_kiosks,sectionD/animal_troughs,sectionD/water_trucking,sectionD/number_of_trucks,sectionD/capacity_of_trucks,sectionD/pump_type,sectionD/pump_model,sectionD/pump_capacity,sectionD/pump_level,sectionD/source_of_power,sectionD/generator_type,sectionD/generator_capacity,sectionD/solar_type,sectionD/solar_capacity,sectionD/supply_system_condition,sectionD/supply_condition_description,sectionE/physical_wq_issues,sectionE/color_odor_smell_description,sectionE/temperature,sectionE/pH,sectionE/ec25,sectionE/tds,sectionE/water_sample_for_additional_analysis,sectionF/management_type,sectionF/WSC,sectionF/WSC_establishment_date,sectionF/WSC_male_members,sectionF/WSC_female_members,sectionF/users_charged_for_water,sectionF/water_cost_human,sectionF/animals_charged_for_water,sectionF/water_cost_camel,sectionF/water_cost_cattle,sectionF/water_cost_sheep_goats,sectionF/operator_name,sectionF/operator_contact,sectionG/intervention_agency,sectionG/new_intervening_agency,sectionG/intervention_description,sectionG/intervention_date,sectionG/currently_required_intervention,Currently Intervention_description Comments,Distance to the Settlement,GPS Coordinates,Water Usage Type,BH Depth,Casing Size,BH depth/SWL,Permanent/moths used,Kiosks,"BH yield, Operating Hrs, and number of water trucks filled",BH dept vs Pump Level,Reservoir capacity,User/Human,User/Agricultural,EC,Water_cost_camel,Water_cost_sheep_goats
2022-03-16T13:50:46.756+03:00,2022-03-27T06:00:04.561+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",nugaal,Burtinle,Xaar-xaar,0.8,ISRC - Islamic Relief Committee,,2018-03-16,Xaar-xaar BH,7.7855921 47.9840695 474.651123046875 4.824,7.7855921,47.9840695,474.651123,4.824,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25757355?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647428014768.jpg,no,2,abandoned,"Since 2019, by borehole problem and depletion of yield.",4200,,,,,430,pvc,8,,,,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,36,Galvanised Steel,2000,,5,2,no,,,Submersible Pump,Lowara,18,335,Hybrid - Solar/Generator,Parkins ,60,Yl_300p-35b,28.8,poor,,no,,,,,,,Communal,yes,2017-03-16,6,1,no,,no,,,,Mohamud ahmed geelle,907447823,Norwegian Refugee Council,,1. Rehabilitation of pump and cables.,2021-03-16,1. Emergency,,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-16T12:24:52.485+03:00,2022-03-23T07:44:07.188+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",nugaal,Burtinle,Burtinle,0.5,World Vision,,,Burtinle BH 5,7.6277806 47.8278065 414.3999938964844 4.824,7.6277806,47.8278065,414.3999939,4.824,no,,,5,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25634224?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647422852664.jpg,no,12,abandoned,"  Ayeays,  by Unknown problem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not permanent and used 12 months, please clarify?",,,,,,,Why was water quality not checked?,,
2022-03-17T07:53:29.438+03:00,2022-04-06T14:46:29.042+03:00,2022-03-17,dugwell,2022-03-17,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Dardaare village,1,"Puntland Ministry of Energy, Minerals and Water",,2010-12-18,Dardaare dug well,10.4237422 50.9179111 -8.399999999999999 4.98,10.4237422,50.9179111,-8.4,4.98,no,,,2,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25998942?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647493267053.jpg,yes,,yes,,900,150,,900,,,,,,,,,,10,8,yes,4,10,,,,,,,,,,,,,,,,Concrete/Masonry tank,24,PVC,1000,,9,1,no,,,Submersible Pump,Grundforse,,9,Hybrid - Solar/Generator,KAMA,4,,,fair,"The yield of dug well is very low.
The solar power system has no more KVA.",no,,27.9,7.3,3530,1776,,Communal,yes,2012-07-21,4,3,yes,0.04,no,,,,Maxamed dharaar ismaacil,907572021,CARE Somalia,,"Construction of elevated water tank.
Construction of 2 kiosks.",2022-02-16,"1: The dug well is located near to the river, thus construction of retaining wall which protect the dug well is necessary.
2: Construction of kiosks.
3: extension of pipe lines to the village.
4: submersible pump.
5: Construction of animal troughs.",,,,,,,,,,,,,,,,,
2022-03-19T13:45:03.661+03:00,2022-04-06T17:16:27.672+03:00,2022-03-19,dugwell,2022-03-19,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Xandha,0.2,not_specified,Shilcon,2004-07-22,Xandha dug well,10.6524476 51.1366167 -27.200000000000003 4.08,10.6524476,51.1366167,-27.2,4.08,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26001950?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647687074861.jpg,yes,,yes,,3600,3000,,7000,,,,,,,,,,3,2.5,yes,3.5,12,,,,,,,,,,,,,,,,Concrete/Masonry tank,20,Galvanised Steel,500,4,4,3,yes,4,,Submersible Pump,Lowara,,3,Hybrid - Solar/Generator,KAMA,,,,poor,"The yield is low.
The community that depend on are too much.
The livestock that depend on are too much.",no,,33.5,8.3,1200,600,,Communal,yes,2004-06-19,4,3,yes,0.3,yes,0.1,,0.2,Xuseen siciid muumin,907281832,CARE Somalia,,"1: Pipe line distribution.
2: Construction 3 kiosks and caretaker room and generator room.
3: Rehabilitation of water tank.
4: Supplied Generator 
5: Installation of solar power system.
6: Construction of top cover protection of dug well.",2019-11-24,"1: Replacement of rusted iron pipes.
2: Replacement of submersible pump.
3: Construction of another elevated water tank.
4: Construction of remaining wall which protect the cover of the dug well.
5: Construction of another kiosks.",,,,,,,,,,,,,,,,,
2022-03-18T16:51:42.344+03:00,2022-04-04T17:13:45.063+03:00,2022-03-18,dugwell,2022-03-19,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Xaafun,6,not_specified,Save the children,2015-06-22,Matakiini 2,10.4353928 51.2490906 -36.699999999999996 3.38,10.4353928,51.2490906,-36.7,3.38,no,,,3,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25971947?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647668801790.jpg,yes,,yes,,1500,200,,2500,,,,,,,,,,8,7,yes,1,6,,,,,,,,,,,,,,,,Concrete/Masonry tank,18,PVC,,4,8,1,no,,,Submersible Pump,Lowara,,8,Solar,,,HE305-72P,4.27,poor,"The yield is very low.
Xaafun have two dug well, both they distribute water to 1 elevated water tank.
The water tank distribute water to the kiosks in the village and animal troughs.",no,,27.8,9,3250,1624,,Communal,yes,2021-07-18,4,3,yes,0.1,no,,,,Siciid ismaaciil siciid,907361878,CARE Somalia,,"1: Installation of solar power system.
2: Supplied submersible pump.
3: Rehabilation of elevated water tank in order to stop water leaking.
4: Rehabilitation of caretaker room",2022-02-17,"1: Construction of another borehole.
2: Generator.
3: animal troughs.
4: Distribution pipe lines.
5: Construction of 4 kiosks in the school.",,,,,,,,,,,,,,,,,
2022-03-18T17:20:45.746+03:00,2022-04-04T17:01:44.590+03:00,2022-03-18,dugwell,2022-03-19,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Xaafuun,6,Community_,,2005-09-19,Mutakiini 1,10.4381589 51.2515067 -18.2 4.98,10.4381589,51.2515067,-18.2,4.98,no,,,3,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25971952?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647667931328.jpg,yes,,yes,,1500,200,,2000,,,,,,,,,,11,10,yes,0.5,6,,,,,,,,,,,,,,,,Concrete/Masonry tank,18,PVC,,4,8,,no,,,Submersible Pump,Lowara,,10,Hybrid - Solar/Generator,FG wilson,33,JCNS-M36V360W,2.16,poor,"The yield is very low.
Both dug well distribute water to 1 elevated water tank.",no,,27.8,9,3250,1624,,Communal,yes,,4,3,yes,0.1,no,,,,Siciid ismaciil siciid.,907361878,"Puntland Ministry of Energy, Minerals and Water",,"1: Installation of solar power system.
2: Supplied generator",2012-08-20,"1: Replacement of main raising pipes and submersible pump.
2: Digging the deep of the well in order to increase yield.
3: Construction of animal troughs.",,,,,,,,,,,,,,,,,
2022-03-19T16:48:52.421+03:00,2022-04-07T11:28:42.948+03:00,2022-03-19,dugwell,2022-03-19,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Gumbax,0.25,CARE Somalia,,2013-02-22,Gumbax dug well,10.8849252 51.1128905 -40.0 4.2,10.8849252,51.1128905,-40,4.2,no,,,4,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26014719?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647697915661.jpg,yes,,yes,,1080,,,,,,,,,,,,,3,2,yes,0.5,8,,,,,,,,,,,,,,,,Concrete/Masonry tank,6,PVC,300,48,4,1,no,,,Submersible Pump,Lowara,,3,Hybrid - Solar/Generator,KAMA,,,,poor,Yield is very low.,no,,28,7.75,4140,2070,,Communal,yes,2019-09-21,3,2,yes,0.02,no,,,,Maxamed siciid nuur,907673756,CARE Somalia,,"1: Installation of solar power system.
2: Installation of submersible pump and raising pipes.
3: Rehabilitation of generator room.
4: Generator.",2021-01-23,"1: Sub surface dam.
2:  Construction of water kiosks.
3: Construction of another elevated water tank due to demand of society.",,,,,,,,,,,,,,,,,
2022-03-19T08:06:32.484+03:00,2022-04-07T11:18:15.525+03:00,2022-03-19,dugwell,2022-03-19,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Xaafun,3,not_specified,Gift of governance,2006-12-20,Afdicin dug well,10.4558954 51.2722594 -5.899999999999999 4.94,10.4558954,51.2722594,-5.9,4.94,no,,,3,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26014580?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647666581937.jpg,yes,,yes,,300,150,,500,,,,,,,,,,12,10,no,4,,,,,,,,,,,,,,,,,,,,,,,,yes,4,6,,,,,,,,,,poor,"No sufficient yield.
No submersible pump.
No solar power and generator.
No raising pipe line and distribution pipe line",no,,31.3,7.7,1320,660,,,,,,,no,,no,,,,,,Community_e,,Cleaning of the site which the dug well is located.,2020-11-20,"1: Digging the deep of well in order to increase yield.
2: installation of raising pipes and submersible pump.
3: Construction of elevated water tank.
4: Installation of solar power system.",,,,,,,,,,,,,,,,,
2022-03-19T17:31:32.561+03:00,2022-04-20T11:10:18.563+03:00,2022-03-19,dugwell,2022-03-19,"Puntland Ministry of Energy, Minerals and Water",,Eng mohamed muse abdi,bari,Iskushuban,Gumbax,0.5,Community_,,2019-05-24,Xaajiyada dug well,10.8843349 51.1113377 -60.5 4.02,10.8843349,51.1113377,-60.5,4.02,no,,,4,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26229607?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647700499133.jpg,yes,,yes,,1800,,,200,,,,,,,,,,3,2,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,6,,,,,,,,,,fair,"No storage tank
No water kiosks.
No distribution pipe lines",no,,28.2,8.1,508,254,,Communal,yes,2020-06-19,3,2,no,,no,,,,,,Community_e,,Cleaning the site of the dugwell,2020-08-25,Construction of animal water troughs.,,,,,,,,,,,,,,,,,
2022-03-20T07:12:35.250+03:00,2022-04-06T15:03:54.038+03:00,2022-03-20,dugwell,2022-03-20,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Cadayo,0.5,Islamic Relief Somalia,,2021-06-20,Cadayo dug well,11.003073 51.0976064 -49.6 4.6,11.003073,51.0976064,-49.6,4.6,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25999614?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647750863182.jpg,yes,,yes,,360,600,,2000,0.25,,,,,,,,,8,7,no,6,6,,,,,,,,,,,,,,,,Concrete/Masonry tank,36,PVC,600,,3,2,yes,7,6,Submersible Pump,Lowara,,8,Hybrid - Solar/Generator,Kama,,,,fair,"The yield of dug well is low.
The water demand of the village and surrounding area is very high.",no,,28,7.9,1699,849,,Communal,yes,2021-12-20,3,2,yes,0.2,no,,,,Abshir maxamed nuur,907730573,Islamic Relief Somalia,,Installation of solar power system.,2021-11-20,"1: Replacement of main raising pipes.
2: electric cable 
3: Construction of dug well cover protection.
4: Construction of another 3 kiosks in the village.
5: Construction of caretaker room and toilet.",,,,,,,,,,,,,,,,,
2022-03-20T14:53:48.440+03:00,2022-04-06T16:57:44.948+03:00,2022-03-20,dugwell,2022-03-20,Africa Muslims Agency,,Team bari and sanag,bari,Iskushuban,Waadi khayr,0.1,Community_,,1991-03-20,Waadi khayr dug well,11.128186 51.0563147 -26.0 4.8,11.128186,51.0563147,-26,4.8,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/26001471?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647778985845.jpg,yes,,yes,,900,500,,1000,,,,,,,,,,8,6,yes,4,4,,,,,,,,,,,,,,,,Concrete/Masonry tank,8,PVC,,15,6,2,yes,3,2,Submersible Pump,Lowara,,7,Hybrid - Solar/Generator,Diesel generator ,,,,fair,"There is no good yield.
The elevated water tank is  very ismall",no,,27.8,8,1857,928,,Communal,yes,2019-09-21,3,2,yes,0.2,no,,,,Mahad ismacil cumar,907947558,CARE Somalia,,"Installation of solar power system.
Installation of pump and raising pipes.
Construction 6 kiosks and it's distribution pipe line.
Construction of generator room",2021-10-20,"Construction of another kiosks in the village
Digging the deep of the well in order to increase the yield
Construction of another elevated water tank",,,,,,,,,,,,,,,,,
2022-03-20T11:05:54.662+03:00,2022-04-06T14:09:33.794+03:00,2022-03-20,borehole,2022-03-20,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Baargaal,1,Former Somali Government,,1986-05-21,Bargaal borehole 1,11.2839238 51.0707089 -27.799999999999997 3.92,11.2839238,51.0707089,-27.8,3.92,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25997937?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647764471537.jpg,yes,,yes,,6000,200,,3500,,24,gi,8,15,8,14,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,40,PVC,,400,2,2,yes,4,3,Submersible Pump,Lowara,,17,Hybrid - Solar/Generator,Perkins,66,GPS-300-380,,fair,"There is no good yield.
The power of solar is very low.",no,,31.1,7.8,1077,533,,Communal,yes,1993-08-21,7,0,yes,0.05,no,,,,Siciid Yusuf cabdiraxman,907613260,Norwegian Refugee Council,,"1: Installation of solar power system.
2: Replacement of  submersible pump, main raising pipes, and some distribution pipe lines.
3: Construction of caretaker room.
4: Rehabilitation of elevated water tank.",2021-10-09,"1: Generator.
2: extension of distribution pipe line in order to supply water to the city.
3: Construction generator room and toilet.
4: Fuel.",,,,,,,,,,,,,,,,,
2022-03-20T11:46:47.697+03:00,2022-04-06T14:13:57.897+03:00,2022-03-20,borehole,2022-03-20,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Baargaal,1,Community_,,2021-02-18,Baargal borehole 2,11.2846495 51.0714189 30.000000000000007 4.76,11.2846495,51.0714189,30,4.76,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25997938?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647766194134.jpg,yes,,yes,,,,,,,24,pvc,8,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submersible Pump,Lowara,,18,,,,,,fair,"No storage water tank
No distribution pipe line
The bore hole is new and has no water structures.",no,,27.9,7.8,1077,533,,Communal,yes,1993-08-21,7,0,,,,,,,Siciid Yusuf cabdiraxman,907613260,,,No intervention is performed because the borehole is new.,,"1: Elevated water tank
2: Distribution pipe line.
3: Installation of solar power system.",,,,,,,,,,,,,,,,,
2022-03-21T12:11:09.776+03:00,2022-04-24T10:53:08.443+03:00,2022-03-21,borehole,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad ,bari,Iskushuban,Dhuumoodle ,2,Community_,,2015-03-21,Dhuumoodle 1,10.4797765 50.4141208 283.5 4.86,10.4797765,50.4141208,283.5,4.86,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26291093?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647856013547.jpg,yes,,yes,,9000,16000,,30000,3,120,pvc,8,40,56,24,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,40,PVC,500,,1,2,yes,48,8,Submersible Pump,Luwara,,70,Hybrid - Solar/Generator,Perkins ,50,,21.6,poor,"1.Main raising pipes are rusted and leaking 
2.the elevated water tank is not enough 
3.Generator is malfunctioning 
4.solar system are too weak to generate enough power ",no,,28.3,7.75,2370,1180,,Private/Individual,,,,,yes,0.05,yes,0.1,,0.1,Ciise yulux,907725577,CARE Somalia,,Elevated water tank and troughs ,2019-01-01,"1. Immediate change of main raising pipes and the submersible pump before it stops functioning and get cut-off. 
2.Solar-power with battery storage and Generator 
3. A Larger capacity of water tank 
4. 3 more troughs ",,,,,,,,,,,,,,,,,
2022-03-21T13:00:32.054+03:00,2022-04-07T13:28:28.768+03:00,2022-03-21,borehole,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Timirshe,0.1,Former Somali Government,,1986-12-21,Timirshe borehole 1,10.5612376 50.42519 271.5 4.7,10.5612376,50.42519,271.5,4.7,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26016526?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647858973914.jpg,yes,,yes,,6000,300,,4500,,90,pvc,10,45,7.5,19,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,44,Galvanised Steel,,50,3,2,yes,6,6,Submersible Pump,Lowara,,74,Hybrid - Solar/Generator,Perkins,45,,,fair,"Yield is low 
Pipes are rusted.",no,,28.5,7.74,1732,868,,Communal,yes,2015-07-21,4,3,yes,0.03,yes,0.1,,0.1,Cabduqaadir maxamed maxamuud,907329945,not_specified,Save the children ,Installation of solar power system.,2017-11-19,"1: Replacement of main raising pipes and submersible pump immediately.
2: Replacement of rusted iron pipes
3: Extention of water supply pipe lines
4: construction of another kiosks",,,,,,,,,,,,,,,,,
2022-03-21T13:42:49.586+03:00,2022-04-07T13:33:07.396+03:00,2022-03-21,borehole,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Team bari and sanag,bari,Iskushuban,Timirshe,0.15,Community_,,2000-05-21,Timirshe borehole 2,10.5613413 50.4252462 269.79999999999995 4.78,10.5613413,50.4252462,269.8,4.78,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26016578?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647859558625.jpg,yes,,yes,,480,200,,400,,84,pvc,8,40,3,12,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,40,Galvanised Steel,,20,6,3,yes,3,6,Submersible Pump,Lowara,,63,Solar,,,,,fair,Yield is low.,no,,31,7.7,1732,860,,Communal,yes,2015-07-21,4,3,yes,0.03,yes,0.1,,0.1,Cabduqaadir maxamed maxamuud,907329945,CARE Somalia,,Replacement of main raising pipes and submersible pump,2022-02-01,"1: Generator 
2: Rehabilitation of solar power system.",,,,,,,,,,,,,,,,,
2022-03-21T12:34:54.674+03:00,2022-04-24T11:37:20.375+03:00,2022-03-21,borehole,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad ,bari,Iskushuban,Dhumoodle,,Community_,,2022-01-01,Dhuumoodle 2,10.473564 50.4206004 284.59999999999997 4.78,10.473564,50.4206004,284.6,4.78,no,,,2,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26291280?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647855574245.jpg,yes,,yes,,9000,16000,,30000,3,100,pvc,8,25,72,24,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,300,Galvanised Steel,500,,0,0,yes,48,8,Submersible Pump,Luwara ,,60,Generator,Perkins ,50,,,poor,"1.No Generator of its own it shares a Generator with the dhumoodle 1
2. Its a ground masonry tank, and its leaking 
",no,,28.3,7.5,2300,1140,,Communal,,,,,yes,0.025,yes,0.1,,0.1,Ciise Yulux,907725577,,,,,"1. Power source, Generator and solar with battery storage.
2. Large capacity of water tank
3. Main raising pipes and submersible pump.
N.B
*immediate full intervention and  complete equipment.",,,,,,,,,,,,,,,,,
2022-03-21T06:14:15.107+03:00,2022-04-06T17:29:47.812+03:00,2022-03-21,borehole,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,bari,Iskushuban,Taageer,4,Red Crescent Society for United Arab Emirates,,2007-06-06,Taageer Borehole,10.9658347 50.9198765 131.4 4.0,10.9658347,50.9198765,131.4,4,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/26002186?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647832886764.jpg,yes,,yes,,6000,400,,7000,,168,gi,8,122,11,10,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,34,Galvanised Steel,4000,20,5,4,yes,4,6,Submersible Pump,Lowara,,156,Hybrid - Solar/Generator,"3
Perkins Generator,50+45+45 kva",140,,17.5,poor,"1.Main raising pipes are old and rusted, and need changing immediately.
2. Pipelines are leaking. 
3.Generators are not working.
4.",no,,28.2,7.5,652,326,,Communal,no,,,,yes,0.1,yes,0.1,,0.02,Cabdilaahi cannabis muse,907595959,CARE Somalia,,Changed main raising pipes.,2017-05-02,"1. Immediate Replacement of main raising pipes and the submersible pump.
2. 1Km Pipeline extension and changing of the rusted pipes.
3. Rehabilitation of the generators, 
4. Construction of more Kiosks and another elevated water tank due to the settlement expansion.",,,,,,,,,,,,,,,,,
2022-03-21T09:51:02.696+03:00,2022-04-06T15:20:31.649+03:00,2022-03-21,dugwell,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,bari,Iskushuban,Gargoore,0.1,Community_,,2012-01-10,Gargoore duggwell,10.4938131 50.6961789 66.4 4.883,10.4938131,50.6961789,66.4,4.883,no,,,3,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25999828?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647846939685.jpg,yes,,yes,,2000,,,,,,,,,,,,,6,3,yes,2,6,,,,,,,,,,,,,,,,Concrete/Masonry tank,6,Galvanised Steel,1200,30,6,,no,,,Submersible Pump,Lowara,,6,Solar,,,,,fair,"Yield is very low.
The tank is small.
The rate of solar is low.",no,,28,7.8,1094,547,,Communal,yes,2019-07-21,2,3,yes,0.05,no,,,,Jaamac axmed siciid,906466152,CARE Somalia,,"Replacement of distribution pipe line.
Construction of 6 kiosks.
Generator 
Pump.",2019-11-24,"Construction of elevated water tank.
Increasing of solar panels.
Construction of caretaker room.",,,,,,,,,,,,,,,,,
2022-03-21T14:49:58.666+03:00,2022-04-24T11:49:26.233+03:00,2022-03-21,borehole,2022-03-21,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf salad,bari,Iskushuban,Tuulo ciise,0.6,Community_,,2022-02-15,Tuulo ciise borehole,10.4278199 50.1535221 334.7 4.9,10.4278199,50.1535221,334.7,4.9,no,,,1,,,,http://classic.ona.io/api/v1/files/26291378?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647863044042.jpg,yes,,no,The source has a potential high yield and its a new borehole and doesn't have the equipment to function and also there is no water tank.,,,,,,127,,8,50,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poor,No storage no pipelines ,no,,,,,,,Communal,,,,,,,,,,,Ciise Yulux,907725577,,,,,"1. Immediate complete equipment.
A. GI pipes,  submersible pump, power source and elevated water tank and caretaker room and storage room.",,,,Water Usage type (urban/rural) is not indicated,,,,,,,,,,,Why was water quality not checked?,,
2022-03-22T09:52:06.960+03:00,2022-03-29T18:19:33.570+03:00,2022-03-22,borehole,2022-03-22,"Puntland Ministry of Energy, Minerals and Water",,Eng Yusuf Salad,bari,Iskushuban,Moqor,1,International Committee of The Red Cross,,2013-01-01,Moqor borehole,10.6593991 49.9420605 496.70000000000005 4.92,10.6593991,49.9420605,496.7,4.92,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25823636?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647932400104.jpg,yes,,yes,,2000,1000,,3000,,304,pvc,8,260,3,6,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,18,Galvanised Steel,1000,,4,2,no,,,Submersible Pump,,,290,Generator,Perkins,33,,,good,"The condition of supply system is Good but the yield is very low 
1.Due to low yield of the borehole the kiosks don't function 
2. Due to the low yield the demand is too much. ",no,,28.3,7.7,888,443,,Communal,no,,,,yes,0.1,yes,0.2,,0.3,Khalid Mire Faarax,907742043,"Puntland Ministry of Energy, Minerals and Water",,Changed the submersible pump,2018-01-01,"1.Solar
2. Large capacity water tank
3.Fencing 
4. Replacement of main raising pipes 
5. Replacement of submersible pump. 
6. More troughs.
7. Care taker room.
8. Currently they Need Water trucking.
9.A high yeild borehole.",,,,,,,,,,,,,,,,,
